image_id,perimeter,area,circularity
ISIC_0009993,2068.0,221645.0,1.5354414702461905
ISIC_0014120,3880.0,610927.0,1.96093983019463
ISIC_0011155,1959.0,332017.0,0.9198111861137351
ISIC_0012721,3941.0,721958.0,1.711949985101525
ISIC_0009975,1412.0,171438.0,0.9254488878189426
ISIC_0000104,2904.0,745079.0,0.9007018132048155
ISIC_0014526,3087.0,446722.0,1.6975635987093651
ISIC_0014518,4422.0,1731364.0,0.8987506746802352
ISIC_0000307,2123.0,337131.0,1.0638770381585068
ISIC_0000003,1848.0,260712.0,1.042396749618169
ISIC_0009872,482.0,18325.0,1.0088816643623872
ISIC_0014622,1860.0,174253.0,1.5799224148815834
ISIC_0013961,1822.0,311051.0,0.8492885702072578
ISIC_0013783,7006.0,4270380.0,0.9146688299753819
ISIC_0015182,13235.0,8032131.0,1.7354305735647266
ISIC_0013580,2918.0,435153.0,1.5571079754284074
ISIC_0013385,4368.0,844667.0,1.7975040110162597
ISIC_0014818,18690.0,13461265.0,2.0650133556015287
ISIC_0013160,3403.0,940637.0,0.9796974472489773
ISIC_0001140,4225.0,1096848.0,1.2950815454966251
ISIC_0013558,1466.0,196332.0,0.8710979383788823
ISIC_0013765,8169.0,5321609.0,0.9978952745618322
ISIC_0010215,1363.0,167000.0,0.8852488606972675
ISIC_0010028,1440.0,148527.0,1.110988877427519
ISIC_0015260,12321.0,5988825.0,2.0171603754746568
ISIC_0010016,778.0,50274.0,0.9580890775991047
ISIC_0013461,2988.0,830045.0,0.85595253886009
ISIC_0013059,5037.0,1274774.0,1.583801830504261
ISIC_0013684,2163.0,427909.0,0.870065110743763
ISIC_0013487,2018.0,125964.0,2.5726814584792463
ISIC_0012879,1941.0,173664.0,1.726360167204478
ISIC_0010192,1383.0,162543.0,0.9364103927806617
ISIC_0014843,9830.0,8060984.0,0.9539137579563763
ISIC_0013306,1812.0,294458.0,0.8873259131541952
ISIC_0010174,1511.0,214452.0,0.8472058848294983
ISIC_0007322,2912.0,793060.0,0.8508770923724819
ISIC_0012998,1615.0,233566.0,0.8886394026653253
ISIC_0013639,3781.0,636992.0,1.7859508905912125
ISIC_0015006,10354.0,5237320.0,1.628910966594428
ISIC_0015038,14694.0,18926904.0,0.9078009390850243
ISIC_0010475,1546.0,120470.0,1.5788112225576016
ISIC_0013201,1156.0,118456.0,0.8977362059821835
ISIC_0006982,3539.0,1140051.0,0.8742325681080267
ISIC_0010493,2551.0,332299.0,1.5584110497169135
ISIC_0012940,1947.0,323576.0,0.9322786465424578
ISIC_0000384,2535.0,353205.0,1.4478354980403945
ISIC_0013803,1168.0,60364.0,1.7984476930339095
ISIC_0014346,1718.0,134915.0,1.7409095884607468
ISIC_0012744,1158.0,70226.0,1.5195301534209578
ISIC_0011333,2012.0,238649.0,1.3498529806280304
ISIC_0011130,1402.0,90445.0,1.7294244721167662
ISIC_0012342,4398.0,1410436.0,1.0913076551791252
ISIC_0009910,2123.0,310127.0,1.1565130728747113
ISIC_0000161,2130.0,317585.0,1.136813862924288
ISIC_0012141,2175.0,218620.0,1.7219429893516087
ISIC_0014543,4980.0,880792.0,2.240657414381739
ISIC_0000265,1548.0,195878.0,0.9735233838176854
ISIC_0012245,5050.0,2203574.0,0.9209695104863873
ISIC_0000066,2294.0,347847.0,1.2038952500736548
ISIC_0000460,1450.0,127730.0,1.3098851790914818
ISIC_0000486,1373.0,132668.0,1.1307459173119425
ISIC_0014299,1170.0,113816.0,0.9571026990866642
ISIC_0000283,1421.0,110584.0,1.453068194511963
ISIC_0000080,3833.0,927775.0,1.2601583130109364
ISIC_0014658,11381.0,5566107.0,1.8518228213911236
ISIC_0000047,2530.0,415294.0,1.2265225060281546
ISIC_0000079,1510.0,98461.0,1.8428067242046626
ISIC_0000244,2092.0,223032.0,1.5615155647255297
ISIC_0011215,751.0,37971.0,1.1820013570721348
ISIC_0012662,836.0,52900.0,1.0513492732245113
ISIC_0012487,5668.0,291873.0,8.759027646403542
ISIC_0014286,1522.0,112672.0,1.6360758626512626
ISIC_0000499,1189.0,99061.0,1.1356673428635757
ISIC_0012282,3859.0,658518.0,1.7995836659637834
ISIC_0014680,12902.0,6602884.0,2.006182988494544
ISIC_0010853,796.0,41586.0,1.212464752826845
ISIC_0000198,927.0,75775.0,0.9024510596648982
ISIC_0000546,1808.0,194457.0,1.3377144147424505
ISIC_0014164,4788.0,915609.0,1.9924542887329022
ISIC_0009931,2013.0,241687.0,1.334210624886201
ISIC_0000140,4894.0,2066010.0,0.922540937013992
ISIC_0012363,10759.0,674121.0,13.664573929677184
ISIC_0000343,1488.0,142437.0,1.2370099142682782
ISIC_0013626,5887.0,1331848.0,2.070730330316959
ISIC_0012987,2476.0,248035.0,1.9668826464017968
ISIC_0010251,582.0,27008.0,0.9980301937177717
ISIC_0000999,3725.0,510490.0,2.162994678876648
ISIC_0013425,3510.0,579582.0,1.6915680735309757
ISIC_0013618,33413.0,3521581.0,25.22803328467543
ISIC_0013220,3078.0,424511.0,1.7759814231761204
ISIC_0014983,15761.0,10491463.0,1.884176664220364
ISIC_0013023,1992.0,198364.0,1.5918639473518346
ISIC_0012961,3144.0,412871.0,1.905201134928839
ISIC_0008993,2424.0,432775.0,1.0804214602284379
ISIC_0010553,1406.0,109257.0,1.4398309539984167
ISIC_0013124,1922.0,359336.0,0.8180807500454743
ISIC_0012880,5643.0,469504.0,5.3972301763613
ISIC_0013721,2920.0,770101.0,0.8810654101077239
ISIC_0010356,891.0,70583.0,0.8950461540083091
ISIC_0010368,1370.0,138385.0,1.0793001867586023
ISIC_0013643,3441.0,571419.0,1.6489398145106027
ISIC_0010234,818.0,55879.0,0.9529017353694713
ISIC_0013498,3627.0,551794.0,1.8971788451501304
ISIC_0014839,10273.0,4102992.0,2.0468406905527696
ISIC_0013141,2160.0,443299.0,0.8375309920500011
ISIC_0007760,2128.0,451251.0,0.7985740727646581
ISIC_0013342,2447.0,288032.0,1.6543116748141504
ISIC_0013579,6131.0,1167473.0,2.5621580883785287
ISIC_0010333,1725.0,274345.0,0.8631202091122876
ISIC_0014603,7595.0,588370.0,7.801806445082574
ISIC_0000221,1052.0,101403.0,0.8685019779472646
ISIC_0000022,3104.0,762155.0,1.0059821113690015
